DG8,54.8722279,-4.5163917
TN10,51.2120053,0.2840864
HU14,53.7284210,-0.4993848
PE10,52.7746766,-0.3771770
NR35,52.4618856,1.4328948
OX27,51.9363464,-1.1505518
CV9,52.5861653,-1.5616215
UB8,51.5352408,-0.4738505
SO15,50.9170655,-1.4245244
BN95,50.8231540,-0.3300240
DA4,51.3885873,0.2322190
SG12,51.8143338,-0.0169035
AB53,57.5250408,-2.3937282
TQ3,50.4439450,-3.5764405
IV25,57.8890332,-4.0419737
PL4,50.3755331,-4.1280288
KY3,56.0637385,-3.2305775
DN34,53.5573926,-0.1133186
RG10,51.4823983,-0.8532308
PO31,50.7554074,-1.3073561
KW14,58.5886150,-3.5547823
E3,51.5279410,-0.0252696
LL74,53.3191598,-4.2293713
SW1Y,51.5074759,-0.1345996
KW1,58.4566982,-3.1224058
OX2,51.7659091,-1.2807181
LU4,51.8983235,-0.4686662
S71,53.5744126,-1.4561067
LE95,52.6061749,-1.1905604
WA6,53.2727629,-2.7247283
W11,51.5122720,-0.2164413
BL1,53.5905339,-2.4448299
DL5,54.6176722,-1.5784510
LL76,53.3007473,-4.2397465
CT6,51.3644106,1.1295235
DG10,55.3200502,-3.4381997
BN45,50.8967169,-0.1902402
IV51,57.4741873,-6.2434474
BS22,51.3610555,-2.9293627
W3,51.5106335,-0.2679031
EH30,55.9856246,-3.3939638
BT17,54.5534071,-6.0198284
NG32,52.9513080,-0.6513436
KA18,55.4514123,-4.2427574
TQ12,50.5294305,-3.6123156
CH61,53.3491491,-3.1020354
AB37,57.3275842,-3.3524834
B31,52.4081108,-1.9733848
LA12,54.2031951,-3.0836203
KT19,51.3525254,-0.2707598
SS12,51.6053700,0.5205007
M24,53.5514675,-2.1982858
DN2,53.5337629,-1.1026264
SA38,52.0402001,-4.4763980
ME8,51.3613848,0.5967776
OL7,53.4907107,-2.1072525
SW3,51.4891244,-0.1657226
B63,52.4514517,-2.0699158
L20,53.4530856,-2.9890292
PE11,52.8055261,-0.1668409
HP9,51.6103131,-0.6407522
PA74,56.5329478,-6.2297513
MK18,51.9783490,-0.9695075
WF90,53.6744344,-1.4908921
KT5,51.3906807,-0.2867503
SW1H,51.4987321,-0.1337132
OX3,51.7622825,-1.2117320
L18,53.3805747,-2.9083261
SY9,52.4991445,-2.9906924
CF91,51.4655659,-3.1939894
EX20,50.7519249,-4.0192930
ML6,55.8677284,-3.9613387
LA21,54.3628108,-3.0785695
BT76,54.4200957,-7.1921901
PA67,56.3142224,-6.2313622
SE3,51.4694787,0.0196345
PO17,50.8897230,-1.1733100
AB34,57.0936452,-2.8113866
RG42,51.4277905,-0.7570056
LL30,53.3180209,-3.8162186
DT3,50.6422651,-2.4683307
SY12,52.9028027,-2.8954535
CH3,53.1647192,-2.8197563
CM13,51.6152603,0.3385145
KY13,56.2084615,-3.4334289
SP2,51.0750553,-1.8258872
TA21,50.9777888,-3.2445571
TA8,51.2451467,-2.9950311
HP12,51.6259591,-0.7795608
TA17,50.9082091,-2.8361593
SG7,52.0045147,-0.1754105
LN9,53.2172832,-0.1120184
TF7,52.6392300,-2.4504763
KT7,51.3881177,-0.3337295
LS23,53.9003968,-1.3484233
LL35,52.5467868,-4.0413751
RH2,51.2351176,-0.2030862
BT51,55.0602140,-6.6830653
DG9,54.8777681,-5.0228028
NE46,54.9790665,-2.1076079
G60,55.9225474,-4.4557485
SO18,50.9241213,-1.3620137
DE13,52.8072661,-1.6937154
RH3,51.2326558,-0.2778643
RM11,51.5710765,0.2185278
WF14,53.6797839,-1.6960552
WV1,52.5864721,-2.1158825
IV3,57.4764724,-4.2479131
NE26,55.0527885,-1.4577261
HU9,53.7560073,-0.2894330
L38,53.5244465,-3.0511596
AB39,56.9793770,-2.2170154
PL34,50.6597186,-4.7443504
S33,53.3438997,-1.7396963
PE29,52.3323569,-0.1792855
CV21,52.3768752,-1.2506300
EH42,55.9935934,-2.5254885
TR10,50.1676099,-5.1189764
L31,53.5134057,-2.9378113
DY6,52.4984945,-2.1644135
G51,55.8577477,-4.3165267
EH19,55.8724184,-3.1050450
